༄༅ དཀོན་ མཆོག་ གསུམ་ ལ་ ཕྱག་ འཚལ་ ལོ 83
རྣམ་ པར་ དག་ པས །_ ལུས་ ཀྱི་ འདུས་ 134
རྣམ་ པར་ དག་ པས །_ ལུས་ རྣམ་ པར་ 64
རྣམ་ པར་ དག་ པས །_ ཞེ་ སྡང་ རྣམ་ 105
རྣམ་ པར་ དག་ པས །_ གཏི་ མུག་ རྣམ་ 108
རྣམ་ པར་ དག་ པས །_ ཡིད་ ཀྱི་ རྣམ་ 67
རྣམ་ པར་ དག་ པས །_ ཡིད་ ཀྱི་ འདུས་ 146
རྣམ་ པར་ དག་ པས །_ ཡིད་ རྣམ་ པར་ 64
རྣམ་ པར་ དག་ པས །_ རོ་ རྣམ་ པར་ 63
རྣམ་ པར་ དག་ པས །_ སྣ་ རྣམ་ པར་ 64
རྣམ་ པར་ དག་ པས །_ སྦྱིན་ པའི་ ཕ་ 49
རྣམ་ པར་ དག་ པས །_ རྣ་ བ་ རྣམ་ 64
རྣམ་ པར་ དག་ པས །_ རྣ་ བའི་ རྣམ་ 69
རྣམ་ པར་ དག་ པས །_ རྣ་ བའི་ འདུས་ 137
རྣམ་ པར་ དག་ པས །_ འདུ་ བྱེད་ རྣམ་ 72
རྣམ་ པར་ དག་ པས །_ འདུ་ ཤེས་ རྣམ་ 63
རྣམ་ པར་ དག་ པས །_ དྲི་ རྣམ་ པར་ 63
རྣམ་ པར་ དག་ པས །_ ལྕེ་ རྣམ་ པར་ 64
རྣམ་ པར་ དག་ པས །_ གཟུགས་ རྣམ་ པར་ 162
རྣམ་ པར་ དག་ པས །_ སྣའི་ རྣམ་ པར་ 67
རྣམ་ པར་ དག་ པས །_ སྣའི་ འདུས་ ཏེ་ 134
རྣམ་ པར་ དག་ པས །_ ཚོར་ བ་ རྣམ་ 70
རྣམ་ པར་ དག་ པས །_ བསམ་ གཏན་ གྱི་ 48
རྣམ་ པར་ དག་ པས །_ ལྕེའི་ རྣམ་ པར་ 67
རྣམ་ པར་ དག་ པས །_ ལྕེའི་ འདུས་ ཏེ་ 135
རྣམ་ པར་ དག་ པས །_ མྱིག་ གི་ རྣམ་ 65
རྣམ་ པར་ དག་ པས །_ མྱིག་ གི་ འདུས་ 132
རྣམ་ པར་ དག་ པས །_ མྱིག་ རྣམ་ པར་ 64
རྣམ་ པར་ དག་ གོ་ ཞེས་ ཤིན་ ཏུ་ རྣམ་ 109
རྣམ་ པར་ མི་ རྟོག་ པ་ ཡིན་ ནམ །_ 42
རྣམ་ པར་ གྲོལ་ བ་ དང་ །_ རྣམ་ པར་ 106
རྣམ་ པར་ གྲོལ་ བ་ ནི་ དེ་ བཞིན་ གཤེགས་ 97
རྣམ་ པར་ གྲོལ་ བ་ ཡང་ དེ་ དང་ འདྲ་ 48
རྣམ་ པར་ གྲོལ་ བ་ ཇི་ ལྟ་ བ་ དེ་ 94
རྣམ་ པར་ གྲོལ་ བའི་ ཕུང་ པོ་ དང་ །_ 57
རྣམ་ པར་ གྲོལ་ བའི་ ཡེ་ ཤེས་ མཐོང་ བ་ 139
རྣམ་ པར་ གྲོལ་ བའི་ ཡེ་ ཤེས་ མཐོང་ བའི་ 141
རྣམ་ པར་ གྲོལ་ བའོ །_། ཡང་ དག་ པར་ 48
རྣམ་ པར་ ཤེས་ པའི་ དེ་ བཞིན་ ཉིད་ གང་ 69
རྣམ་ པར་ ཤེས་ པའི་ དེ་ བཞིན་ ཉིད་ ལས་ 45
རྣམ་ པར་ ཤེས་ པའི་ མ་ སྐྱེས་ པ་ གང་ 41
རྣམ་ པར་ ཤེས་ པའི་ རྐྱེན་ གྱིས་ མིང་ དང་ 53
རྣམ་ པར་ ཤེས་ པའི་ ཁམས་ ཀྱི་ དེ་ བཞིན་ 191
རྣམ་ པར་ ཤེས་ པའི་ ཁམས་ རྣམ་ པར་ དག་ 52
རྣམ་ པར་ ཤེས་ པའི་ ཁམས་ ཡོངས་ སུ་ དག་ 51
རྣམ་ པར་ ཤེས་ པའི་ ཁམས་ ཤེས་ པ་ འགོག་ 40
རྣམ་ པར་ ཤེས་ པ་ དང་ །_ ལུས་ ཀྱི་ 101
རྣམ་ པར་ ཤེས་ པ་ དང་ །_ ཡིད་ ཀྱི་ 108
རྣམ་ པར་ ཤེས་ པ་ དང་ །_ མིང་ དང་ 78
རྣམ་ པར་ ཤེས་ པ་ དང་ །_ སྣའི་ རྣམ་ 108
རྣམ་ པར་ ཤེས་ པ་ དང་ །_ ལྕེའི་ རྣམ་ 103
རྣམ་ པར་ ཤེས་ པ་ ལ་ རྣམ་ པར་ ཤེས་ 61
རྣམ་ པར་ ཤེས་ པ་ གང་ ཡིན་ པ་ དང་ 60
རྣམ་ པར་ ཤེས་ པ་ ནི་ རྣམ་ པར་ ཤེས་ 60
རྣམ་ པར་ ཤེས་ པ་ ནི་ མ་ བཅིངས་ མ་ 53
རྣམ་ པར་ ཤེས་ པ་ རྣམ་ པར་ དག་ པ་ 682
རྣམ་ པར་ ཤེས་ པ་ རྣམ་ པར་ དག་ པ 550
རྣམ་ པར་ ཤེས་ པ་ རྣམ་ པར་ དག་ པས 452
རྣམ་ པར་ ཤེས་ པ་ ཞེས་ བྱ་ བར་ རྣམ་ 78
རྣམ་ པར་ ཤེས་ པ་ ཡང་ དག་ པར་ རྗེས་ 54
རྣམ་ པར་ ཤེས་ པ་ ཡང་ གཞན་ ལ །_ 47
རྣམ་ པར་ ཤེས་ པ་ ཡོངས་ སུ་ དག་ པ་ 151
རྣམ་ པར་ ཤེས་ པ་ ཡོངས་ སུ་ དག་ པ 121
རྣམ་ པར་ ཤེས་ པ་ ཡོངས་ སུ་ དག་ པས 119
རྣམ་ པར་ ཤེས་ པ་ ཡོངས་ སུ་ གཟུང་ བ་ 41
རྣམ་ པར་ ཤེས་ པ་ ཡོངས་ སུ་ མ་ བཟུང་ 40
རྣམ་ པར་ ཤེས་ པ་ བདག་ ཅེས་ བྱ་ བ་ 45
རྣམ་ པར་ ཤེས་ པ་ རྟག་ ཅེས་ བྱ་ བ་ 61
རྣམ་ པར་ ཤེས་ པ་ བདེ་ ཞེས་ བྱ་ བ་ 43
རྣམ་ པར་ ཤེས་ པ་ མ་ ཡིན་ ནོ །_། 95
རྣམ་ པར་ ཤེས་ པ་ མངོན་ པར་ འདུ་ བྱ་ 43
རྣམ་ པར་ ཤེས་ པ་ ལས་ གུད་ ན་ ཡང་ 60
རྣམ་ པར་ ཤེས་ པ་ ངོ་ བོ་ ཉིད་ མྱེད་ 46
རྣམ་ པར་ ཤེས་ པ་ སྟོང་ པ་ ཉིད་ ཀྱི་ 57
རྣམ་ པར་ ཤེས་ པ་ སྟོང་ ཞེས་ བྱ་ བར་ 51
རྣམ་ པར་ ཤེས་ པ་ བསམ་ གྱིས་ མྱི་ ཁྱབ་ 46
རྣམ་ པར་ ཤེས་ པ་ མྱི་ འབྱུང་ བའི་ ཚེ 103
རྣམ་ པར་ ཤེས་ པ །_ རྣམ་ པར་ ཤེས་ 40
རྣམ་ པར་ བྱང་ བ་ མེད་ པ་ ལ་ གནས་ 94
རྣམ་ པར་ བྱང་ བ་ སྟེ །_ གང་ དང་ 103
རྣམ་ པར་ བྱང་ བ་ མྱེད་ པའི་ ཕྱིར་ ཆོས་ 104
རྣམ་ པར་ བྱང་ བ་ མྱི་ མཐོང་ །_ སྩོགས་ 96
རྣམ་ པར་ བྱང་ བར་ ཡང་ དག་ པར་ རྗེས་ 49
རྣམ་ པར་ སྤྱོད་ པའི་ བྱང་ ཆུབ་ སེམས་ དཔའ་ 180
རྣམ་ པར་ རྟོག་ པ་ དང་ །_ རྣམ་ པར་ 61
རྣམ་ པར་ རྟོག་ པ་ མེད་ པ་ ཡིན་ ནམ 101
རྣམ་ པར་ རྟོག་ པ་ གང་ ཡང་ མ་ མཆིས་ 115
རྣམ་ པར་ རྟོག་ པ་ གང་ ཡང་ མྱེད་ དོ 106
རྣམ་ པར་ རྟོག་ པ་ མྱེད་ དོ །_། དེ་ 68
རྣམ་ པར་ རྟོག་ པར་ མི་ འགྱུར་ རོ །_། 285
རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར་ བ་ དང་ 53
རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར་ རོ །_། 712
རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར །_ སྐྱེ་ 103
རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར །_ ཞི་ 103
རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར །_ དབེན་ 99
རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར །_ མཚན་ 103
རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར །_ སྟོང་ 102
རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར །_ སྨོན་ 102
རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར །_ འགག་ 104
རྣམ་ པར་ འབྱེད་ པ་ ཡང་ དག་ བྱང་ ཆུབ་ 55
རྣམ་ པར་ འཕེལ་ བར་ བྱེད་ པ་ མ་ ཡིན་ 114
རྣམ་ པར་ འཕེལ་ བར་ འགྱུར་ གྱི །_ ཡོངས་ 53
རྣམ་ པར་ སྨད་ པ་ མཛད་ དོ །_། དེ་ 116
རྣམ་ པར་ སྨད་ ནས་ དགེ་ སློང་ རྣམས་ ལ་ 97
རྣམ་ པར་ ཡིད་ ལ་ བྱེད་ པ་ དེ་ མི་ 47
རྣམ་ པར་ བརྟགས་ པ །_ རྣམ་ པར་ བསྐྱེད་ 70
རྣམ་ པར་ གཞག་ པའི་ བྱིན་ གྱི་ རླབས་ ཀྱི་ 179
རྣམ་ པར་ གནོན་ པ་ དེ་ ལྟར་ སྤྱོད་ པའི་ 40
རྣམ་ པར་ ཕྱེ་ བ་ ཡང་ ཐོས་ པར་ འགྱུར་ 48
རྣམ་ པར་ ཕྱེ་ སྟེ་ གསལ་ བ་ དང་ །_ 70
རྣམ་ པར་ དཀྲུག་ པར་ མྱི་ བྱའོ །_། འདི་ 51
རྣམ་ པར་ རྟོགས་ པར་ བྱེད་ དེ །_ དེ་ 44
རྣམ་ པར་ སྨིན་ པ་ ནི་ གཅིག་ ཏུ་ གནག་ 55
རྣམ་ པར་ སྨིན་ པ་ ཡང་ འདྲེན་ མར་ འགྱུར་ 44
རྣམ་ པར་ སྨིན་ པ་ ཡང་ གཅིག་ ཏུ་ ངེས་ 88
རྣམ་ པར་ སྨིན་ པ་ སྟེ །_ འདི་ དག་ 52
རྣམ་ པར་ སྨིན་ པ་ ཤེས་ པ་ དེས་ སེམས་ 82
རྣམ་ པར་ སྨིན་ པ་ ཤེས་ པ་ དེ །_ 65
རྣམ་ པར་ སྨིན་ པར་ མི་ འགྱུར་ ཏེ །_ 67
རྣམ་ པར་ སྨིན་ པར་ མི་ འགྱུར །_ ཆུའི་ 117
རྣམ་ པར་ སྨིན་ པར་ འགྱུར་ ཏེ །_ ལས་ 44
རྣམ་ པར་ སྨིན་ པར་ འགྱུར་ རོ །_། ལུས་ 61
རྣམ་ པར་ བསྐྱེད་ པ །_ ཡོངས་ སུ་ བསྒྲུབས་ 64
རྣམ་ པར་ འཐོར་ བ་ དང་ །_ རྣམ་ པར་ 58
རྣམ་ པར་ བལྟས་ ཏེ །_ དེའི་ ཚེ་ ཚིགས་ 85
རྣམ་ པར་ འཁྲུག་ པར་ མྱི་ བྱེད་ དོ །_། 311
རྣམ་ པར་ འཁྲུག་ པར་ མྱི་ བྱེད །_ སྟོང་ 103
རྣམ་ པར་ བསྒོམ་ པ་ བསྒོམ་ པ་ ནི །_ 218
རྣམ་ པར་ བསྒོམ་ པ་ བསྒོམ་ པ །_ ཤེས་ 176
རྣམ་ པར་ བསྒོམ་ པའོ །_། རབ་ འབྱོར་ འདི་ 124
རྣམ་ པར་ བསྒོམ་ པའོ །_། བཅོམ་ ལྡན་ འདས་ 138
རྣམ་ པར་ མྱི་ བྱེད་ མངོན་ པར་ མྱི་ བྱེད་ 99
རྣམ་ པར་ མྱི་ རྟོག་ པ་ ཡིན་ ནམ །_ 99
རྣམ་ ཐོས་ ཀྱི་ བུའི་ ནོར་ དང་ ལྡན་ པ 86
རྣམ་ ཐོས་ ཀྱི་ བུའི་ ནོར་ དང་ འགྲན་ པ་ 71
རྣམ་ ཤེས་ མཐའ་ ཡས་ སྐྱེ་ མཆེད་ དང་ །_ 61
རྣམ་ ཤེས་ མཐའ་ ཡས་ སྐྱེ་ མཆེད་ ཀྱི་ སྙོམས་ 48
རྣམ་ ཤེས་ མཐའ་ ཡས་ སྐྱེ་ མཆེད་ ལས་ ཡང་ 45
རྣམ་ གྲངས་ དུ་ མར་ ཆོས་ དང་ ལྡན་ པའི་ 53
རྣམ་ གྲངས་ དུ་ མས་ རྣམ་ པར་ སྨད་ ནས་ 100
རྣམ་ གྲངས་ དེས་ ན །_ བྱང་ ཆུབ་ སེམས་ 140
རྣམ་ གྲངས་ འདིའི་ མིང་ ཅི་ ལགས །_ འདི་ 70
རྣམ་ གྲངས་ ལེའུ་ སྟོང་ ཕྲག་ བརྒྱ་ པ་ ལས་ 78
རྐང་ པ་ དང་ །_ དབང་ པོ་ དང་ །_ 181
རྐང་ པ་ ལ་ ཕྱག་ འཚལ་ བར་ འགྱུར་ བ་ 41
རྐང་ པ་ རྣམས་ དང་ །_ དབང་ པོ་ རྣམས་ 173
རྐང་ པ་ གཉིས་ ལ་ སྤྱི་ བོས་ ཕྱག་ འཚལ་ 95
རྐང་ པ་ གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ 77
རྐང་ པ་ བཞི་ དང་ །_ དབང་ པོ་ ལྔ་ 173
གཉིས་ དང་ །_ ནུ་ མ་ སྣུན་ པའི་ མ་ 52
གཉིས་ དང་ །_ དཔེ་ བྱད་ བཟང་ པོ་ བརྒྱད་ 106
གཉིས་ པ་ དང་ །_ གསུམ་ པ་ དང་ །_ 79
གཉིས་ པ་ ལ་ སྤྱོད་ པ་ ཡང་ མ་ ཡིན་ 56
གཉིས་ ལ་ སྤྱི་ བོས་ ཕྱག་ འཚལ་ ཏེ །_ 103
གཉིས་ ལ་ སྤྱོད་ པ་ ཡང་ མ་ ཡིན །_ 49
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ ཏེ །_ 97
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ ཏེ་ མཐའ་ 144
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ ཏེ་ ཕྱོགས་ 45
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ བྱས་ ཏེ །_ 43
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ བྱས་ ཏེ་ ཕྱོགས་ 98
གཉིས་ ཏེ །_ གཉིས་ གང་ ཞེ་ ན །_ 50
གཉིས་ ཀྱི་ འདུ་ ཤེས་ སུ་ མྱི་ འགྱུར་ བ་ 49
གཉིས་ ཀྱི་ འདུ་ ཤེས་ སུ་ མྱི་ འགྱུར་ རོ 41
གཉིས་ སུ་ མེད་ པ་ མཉམ་ པ་ ཉིད་ རྣམ་ 92
གཉིས་ སུ་ མེད་ དེ་ གཉིས་ སུ་ བྱར་ མེད་ 210
གཉིས་ སུ་ མེད་ དེ་ གཉིས་ སུ་ བྱར་ མྱེད་ 204
གཉིས་ སུ་ མེད་ དེ་ གཉིས་ སུ་ དབྱེར་ མེད་ 47
གཉིས་ སུ་ མེད་ ཅིང་ གཉིས་ སུ་ བྱར་ མེད་ 54
གཉིས་ སུ་ མེད་ ཅིང་ གཉིས་ སུ་ དབྱེར་ མེད་ 76
གཉིས་ སུ་ མ་ མཆིས་ པའི་ ཚུལ་ དང་ །_ 117
གཉིས་ སུ་ མ་ མཆིས་ ཤིང་ ཉམ་ པ་ མ་ 103
གཉིས་ སུ་ མ་ མཆིས་ ཏེ་ གཉིས་ སུ་ བགྱིར་ 233
གཉིས་ སུ་ བྱར་ མེད་ སོ་ སོ་ མ་ ཡིན་ 273
གཉིས་ སུ་ བྱར་ མེད་ དོ །_། མངོན་ པར་ 44
གཉིས་ སུ་ བྱར་ མྱེད་ སོ་ སོ་ མ་ ཡིན་ 5263
གཉིས་ སུ་ བྱར་ མྱེད་ པ་ གང་ ཡིན་ པ་ 93
གཉིས་ སུ་ བྱར་ མྱེད་ པར་ སློབ་ པ་ དང་ 87
གཉིས་ སུ་ བྱར་ མྱེད་ དོ །_། ཚེ་ དང་ 105
གཉིས་ སུ་ བྱར་ མྱེད་ དོ །_། མངོན་ པར་ 87
གཉིས་ སུ་ བྱར་ མྱེད་ དོ །_། ཐེག་ པ་ 44
གཉིས་ སུ་ བགྱིར་ མ་ མཆིས་ སོ །_། དེ་ 261
གཉིས་ སུ་ མྱེད་ པའི་ གྲངས་ སུ་ བྱས་ པའོ 205
གཉིས་ སུ་ མྱེད་ དེ་ གཉིས་ སུ་ བྱར་ མེད་ 175
