༄༅ དཀོན་ མཆོག་ གསུམ་ ལ་ ཕྱག་ འཚལ་ ལོ །_། 81
གྲོང་ ཁྱེར་ དང་ །_ གྲོང་ རྡལ་ དང་ །_ ལྗོངས་ 87
གྲོང་ ཁྱེར་ ལ་ རློམ་ སེམས་ སུ་ མྱི་ བྱེད་ དོ 103
གྲོང་ ཁྱེར་ བདག་ གི་ ཞེས་ རློམ་ སེམས་ སུ་ མྱི་ 104
གྲོང་ ཁྱེར་ གྱིས་ རློམ་ སེམས་ སུ་ མྱི་ བྱེད །_ 102
གྲོང་ ཁྱེར་ བཱ་ རཱ་ ཎ་ སཱི་ ན་ རྒྱལ་ པོ་ 46
གྲོང་ ཁྱེར་ རློམ་ སེམས་ སུ་ མྱི་ བྱེད །_ དྲི་ 102
འཇུག་ དང་ །_ དབང་ ཕྱུག་ ཆེན་ པོ་ དང་ །_ 42
འཇུག་ པ་ དང་ །_ རྣམ་ པར་ ཐར་ པ་ དང་ 135
འཇུག་ པ་ དང་ །_ རྣམ་ པར་ ཐར་ པ་ བརྒྱད་ 80
འཇུག་ པ་ དང་ །_ སྟོང་ པ་ ཉིད་ དང་ །_ 96
འཇུག་ པ་ རྣམས་ དང་ །_ རྣམ་ པར་ ཐར་ པ་ 138
འཇུག་ པ་ རྣམས་ སམ །_ རྣམ་ པར་ ཐར་ པ་ 40
འཇུག་ པ་ བཞི་ དང་ །_ རྣམ་ པར་ ཐར་ པ་ 69
འཇུག་ པ་ བཞི་ དང་ །_ མངོན་ པར་ ཤེས་ པ་ 71
འཇུག་ པ་ དགུ་ དང་ །_ རྣམ་ པར་ ཐར་ པའི་ 143
འཇུག་ པ་ དགུ་ དང་ །_ སྟོང་ པ་ ཉིད་ དང་ 177
འཇུག་ པར་ མཛད །_ ཡང་ དག་ པར་ གཟེངས་ སྟོད་ 52
འཇུག་ པའོ །_། རབ་ འབྱོར་ གཞན་ ཡང་ བྱང་ ཆུབ་ 82
འདྲ་ བའི་ སེམས་ དང་ ལྡན་ པ །_ ཙན་ དན་ 79
གནས །_། རྒྱལ་ བའི་ སྐུ་ གདུང་ དག་ ནི་ རྒྱས་ 63
གནས །_། དུས་ རླབས་ ཡོལ་ བར་ འགྱུར་ ཡང་ སྲིད 41
ང་ བ་ ཉུང་ ངམ །_ བསྐྱོད་ པ་ ཡང་ ངམ 62
ང་ ལ་ སེམས་ ཅན་ རྣམས་ ཀྱིས་ དེ་ བཞིན་ གཤེགས་ 40
ང་ ལ་ འོད་ ཟེར་ ཡང་ ཡོད་ དེ །_། དེ་ 55
ང་ གནས་ ཏེ །_། དེ་ ཡང་ སོར་ ཕྲེང་ ཁྱོད་ 67
ང་ ནི་ ཡང་ དག་ རྫོགས་ པའི་ སངས་ རྒྱས་ ཏེ 178
ང་ ཉིད་ ཀྱི་ བསྟན་ པ་ ལ་ རབ་ ཏུ་ བྱུང་ 67
ང་ ཉིད་ ཡིན་ ནོ །_། དེའི་ ཚེ་ དེའི་ དུས་ 44
ང་ ཡང་ དག་ པར་ རྫོགས་ པའི་ སངས་ རྒྱས་ འོད་ 54
ང་ ས་ ལ་ བཙུགས་ ཏེ །_ བཅོམ་ ལྡན་ འདས་ 247
ང་ ས་ ལ་ བཙུགས་ ནས །_ བཅོམ་ ལྡན་ འདས་ 54
ང་ མཉེས་ པར་ བྱས་ ཏེ་ མི་ མཉེས་ པར་ མ་ 45
མྱ་ ངན་ དང་ །_ སྨྲེ་ སྔགས་ འདོན་ པ་ དང་ 359
མྱ་ ངན་ འདས་ ནས་ དམ་ ཆོས་ དག _། ལོ་ 89
མྱ་ ངན་ འདས་ ནས་ ཀྱང་ །_། དམ་ ཆོས་ ལོ་ 53
མྱ་ ངན་ ལས་ འདས་ པའི་ དབྱིངས་ སུ་ ཡོངས་ སུ་ 223
མྱ་ ངན་ ལས་ འདས་ པ་ ཆེན་ པོ་ ཞེས་ བྱའོ 49
མྱ་ ངན་ ལས་ འདས་ པ་ ཆེན་ པོའི་ མདོ་ ཆེན་ 42
མྱ་ ངན་ ལས་ འདས་ པ་ ཆེན་ པོའི་ མདོ་ སྡེ་ 78
མྱ་ ངན་ ལས་ འདས་ པར་ ཡང་ དག་ པར་ རྗེས་ 67
ངན་ དང་ །_ སྨྲེ་ སྔགས་ འདོན་ པ་ དང་ །_ 356
ངན་ འགྲོ་ དང་ །_ ལོག་ པར་ ལྟུང་ བ་ དག་ 79
ངན་ འགྲོ་ ལོག་ པར་ ལྟུང་ བ་ སེམས་ ཅན་ དམྱལ་ 181
ངན་ འདས་ ནས་ དམ་ ཆོས་ དག _། ལོ་ གྲངས་ 89
ངན་ འདས་ ནས་ ཀྱང་ །_། དམ་ ཆོས་ ལོ་ གྲངས་ 52
ངན་ ལས་ འདས་ པའི་ དབྱིངས་ སུ་ ཡོངས་ སུ་ མྱ་ 223
ངན་ ལས་ འདས་ པ་ ཆེན་ པོ་ ཞེས་ བྱའོ །_། 49
ངན་ ལས་ འདས་ པར་ ཡང་ དག་ པར་ རྗེས་ སུ་ 67
ངན་ སེམས་ ཀྱིས་ ཁྲག་ ཕྱུང་ བ་ དང་ །_ མུ་ 58
ངན་ སོང་ དང་ །_ ངན་ འགྲོ་ དང་ །_ ལོག་ 86
ངན་ སོང་ ངན་ འགྲོ་ ལོག་ པར་ ལྟུང་ བ་ སེམས་ 55
འདས་ པའི་ དུས་ འཁོར་ བ་ དཔག་ ཏུ་ མེད་ པ་ 90
འདས་ པའི་ དུས་ ན །_ བསྐལ་ པ་ བཟང་ པོ་ 46
འདས་ པའི་ དུས་ ན་ བསྐལ་ པ་ བཟང་ པོ་ འདི་ 43
འདས་ པའི་ དུས་ དམྱིགས་ པ་ ལྟ་ ཅི་ ཞིག་ སྨོས 42
འདས་ པའི་ དབྱིངས་ སུ་ ཡོངས་ སུ་ མྱ་ ངན་ ལས་ 222
འདས་ དང་ །_ ཆོས་ དང་ །_ དགེ་ སློང་ གི་ 40
འདས་ པ་ དང་ །_ མ་ འོངས་ པ་ དང་ །_ 363
འདས་ པ་ དང་ །_ མ་ བྱོན་ པ་ དང་ །_ 265
འདས་ པ་ དང་ བཅས་ པར་ འགྱུར་ རོ །_། གླེང་ 49
འདས་ པ་ དང་ མ་ འོངས་ པ་ དང་ ད་ ལྟར་ 83
འདས་ པ་ དང་ མ་ བྱོན་ པ་ དང་ །_ ད་ 54
འདས་ པ་ དང་ མ་ བྱོན་ པ་ དང་ ད་ ལྟར་ 59
འདས་ པ་ ཞེས་ བྱ་ བར་ མི་ སྦྱོར་ རོ །_། 95
འདས་ པ་ ཡང་ མ་ ཡིན །_ མ་ འོངས་ པ་ 274
འདས་ པ་ སྟེ །_ གང་ དང་ ཡང་ བྲལ་ བས་ 103
འདས་ པ་ མ་ ཡིན །_ མ་ འོངས་ པ་ མ་ 53
འདས་ པ་ སྟོང་ པ་ ཉིད་ དང་ །_ ཐོག་ མ་ 256
འདས་ པ་ སྟོང་ པ་ ཉིད་ དང་ ཐོག་ མ་ དང་ 73
འདས་ པ་ སྟོང་ པ་ ཉིད་ རྣམ་ པར་ དག་ པ་ 67
འདས་ པ་ སྟོང་ པ་ ཉིད་ རྣམ་ པར་ དག་ པས 40
འདས་ པ་ སྟོང་ པ་ ཞེས་ བྱ་ བར་ སྟོན་ ཏོ 110
འདས་ པ་ སྟོང་ པ་ ཞེས་ བྱ་ བར་ ཡིད་ ལ་ 52
འདས་ པ་ དང །_ མ་ འོངས་ པ་ དང །_ 62
འདས་ ལ་ ལ་ ཞིག་ འདི་ སྐད་ དུ་ འདྲི་ ཞིང་ 46
འདས་ ལ་ འདི་ སྐད་ ཅེས་ གསོལ་ ཏོ །_། དགེ་ 57
འདས་ ལ་ འདི་ སྐད་ ཅེས་ གསོལ་ ཏོ །_། བཅོམ་ 1659
འདས་ ལ་ འདི་ སྐད་ ཅེས་ གསོལ་ ཏོ །_། བཙུན་ 371
འདས་ ལ་ འདི་ སྐད་ ཅེས་ གསོལ་ ཏོ །_། གལ་ 55
འདས་ ལ་ རྒྱལ་ པོ་ རྣམས་ དང་ །_ བློན་ པོ་ 94
འདས་ ལ་ དགེ་ སློང་ རྣམས་ ཀྱིས་ གསོལ་ པ་ དང་ 76
འདས་ ལ་ དགེ་ སློང་ དག་ གིས་ གསོལ་ པ་ དང་ 41
འདས་ ལ་ ཚེ་ དང་ ལྡན་ པ་ ཀུན་ དགའ་ བོས་ 189
འདས་ ལ་ ཚེ་ དང་ ལྡན་ པ་ རབ་ འབྱོར་ གྱིས་ 320
འདས་ ལ་ ཚེ་ དང་ ལྡན་ པ་ ཉེ་ བ་ འཁོར་ 127
འདས་ ལ་ ཚེ་ དང་ ལྡན་ པ་ ཤ་ ར་ དྭ་ 123
འདས་ ལ་ ཚེ་ དང་ ལྡན་ པ་ ཤཱ་ རིའི་ བུས་ 97
འདས་ ལ་ ཚེ་ དང་ ལྡན་ པ་ ཨུ་ པཱ་ ལིས་ 180
འདས་ ལ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ དཔའ་ ཆེན་ 214
འདས་ ལ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ བྱམས་ པས་ འདི་ 54
འདས་ ལ་ གསོལ་ པ་ དང་ །_ བཅོམ་ ལྡན་ འདས་ 782
འདས་ ལ་ གསོལ་ པ་ དང །_ བཅོམ་ ལྡན་ འདས་ 113
འདས་ ལ་ གསོལ་ ནས །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 104
འདས་ ལ་ གསོལ་ ཏོ །_། དེ་ ནས་ བཅོམ་ ལྡན་ 318
འདས་ ལ་ གསོལ་ ཏོ །_། བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 63
འདས་ ལ་ ལན་ གསུམ་ བསྐོར་ བ་ བྱས་ ཏེ །_ 69
འདས་ ལ་ ལན་ གསུམ་ བསྐོར་ བ་ བྱས་ ནས །_ 60
འདས་ ལ་ ཞུས་ པ །_ བཙུན་ པ་ བཅོམ་ ལྡན་ 47
འདས་ ལ་ ཞུས་ པ །_ བཙུན་ པ་ ཚེ་ དང་ 56
འདས་ ལ་ ལྷའི་ དབང་ པོ་ བརྒྱ་ བྱིན་ གྱིས་ འདི་ 49
འདས་ ལ་ འཇམ་ དཔལ་ གཞོན་ ནུར་ གྱུར་ པས་ འདི་ 106
འདས་ ཆོས་ ཀྱི་ རྣམ་ གྲངས་ འདིའི་ མིང་ ཅི་ ལགས 75
འདས་ ཀྱི་ ཞབས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ ཏེ 399
འདས་ ཀྱི་ ཞབས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ ནས 70
འདས་ ཀྱི་ ཞབས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ ནས་ 145
འདས་ ཀྱི་ ཞབས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ ཏེ་ 279
འདས་ ཀྱི་ ཞབས་ གཉིས་ ལ་ སྤྱི་ བོས་ ཕྱག་ འཚལ་ 42
འདས་ ཀྱི་ ཞབས་ གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ 336
འདས་ ཀྱི་ ཞབས་ གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ བྱས་ 183
འདས་ ཀྱི་ བསྟན་ པ་ ལ་ རབ་ ཏུ་ བྱུང་ ནས་ 44
འདས་ ཀྱི་ ལྟར་ ཉན་ པ་ དང་ །_ བཅོམ་ ལྡན་ 94
འདས་ ཀྱི་ ཐད་ དུ་ ཚངས་ པར་ སྤྱོད་ པ་ སྤྱད་ 63
འདས་ ཀྱི་ སྤྱན་ སྔར་ འདུག་ གོ །_། དེ་ ནས་ 76
འདས་ ཀྱི་ སྤྱན་ སྔ་ ནས་ སོང་ ངོ་ །_། དེ་ 58
འདས་ གང་ ན་ བ་ དེ་ ལོགས་ སུ་ ཐལ་ མོ་ 109
འདས་ གང་ ན་ བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ པ་ 78
འདས་ གང་ ན་ བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ ནས 56
འདས་ གང་ ན་ བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ ནས་ 46
འདས་ གང་ ཇི་ སྙེད་ ཅིག་ བཞུགས་ ཤིང་ འཚོ་ སྐྱོང་ 68
འདས་ འདི་ ལྟ་ སྟེ །_ ཤེས་ རབ་ ཀྱི་ ཕ་ 485
འདས་ རྒྱལ་ པོའི་ ཁབ་ ན་ བྱ་ རྒོད་ ཀྱི་ ཕུང་ 47
འདས་ དགེ་ སློང་ གི་ དགེ་ འདུན་ དང་ ཐབས་ ཅིག་ 83
འདས་ རྣམས་ ནི་ མཁྱེན་ བཞིན་ དུ་ རྨེད་ པར་ མཛད་ 150
འདས་ རྣམ་ གྲངས་ དེས་ ན །_ བྱང་ ཆུབ་ སེམས་ 110
འདས་ ཀྱིས་ འདུལ་ བ་ ལ་ ཉན་ ཐོས་ རྣམས་ ཀྱི་ 53
འདས་ ཀྱིས་ འདི་ སྐད་ ཅེས་ བཀའ་ སྩལ་ ཏོ །_། 108
འདས་ ཀྱིས་ ཀུན་ དགའ་ བོ་ ལ་ བཀའ་ སྩལ་ པ 65
འདས་ ཀྱིས་ དགེ་ སློང་ རྣམས་ ལ་ བཀའ་ སྩལ་ པ 239
འདས་ ཀྱིས་ དགེ་ སྦྱོང་ གི་ ཚུལ་ མ་ ཡིན་ པ 96
འདས་ ཀྱིས་ རྣམ་ གྲངས་ དུ་ མས་ རྣམ་ པར་ སྨད་ 115
འདས་ ཀྱིས་ འཁོར་ འདིར་ བསྡུ་ བར་ གསོལ །_ བཅོམ་ 87
འདས་ ཀྱིས་ བྱུང་ བ་ འདི་ དང་ །_ གླེང་ གཞི་ 129
འདས་ ཀྱིས་ བྱུང་ བ་ འདི་ དང་ ཞེས་ བྱ་ བ་ 185
འདས་ ཀྱིས་ དེ་ སྐད་ ཅེས་ བཀའ་ སྩལ་ པ་ དང་ 83
འདས་ ཀྱིས་ དེ་ སྐད་ ཅེས་ བཀའ་ སྩལ་ ཏེ །_ 41
འདས་ ཀྱིས་ དེ་ སྐད་ ཅེས་ བཀའ་ སྩལ་ ནས །_ 436
འདས་ ཀྱིས་ དེ་ ལ་ འདི་ སྐད་ ཅེས་ བཀའ་ སྩལ་ 92
འདས་ ཀྱིས་ ཚེ་ དང་ ལྡན་ པ་ ཀུན་ དགའ་ བོ་ 437
འདས་ ཀྱིས་ ཚེ་ དང་ ལྡན་ པ་ རབ་ འབྱོར་ ལ་ 279
འདས་ ཀྱིས་ ཚེ་ དང་ ལྡན་ པ་ ཤ་ ར་ དྭ་ 111
འདས་ ཀྱིས་ ཚེ་ དང་ ལྡན་ པ་ འོད་ སྲུང་ ཆེན་ 40
འདས་ ཀྱིས་ ཚེ་ དང་ ལྡན་ པ་ མཽད་ གལ་ གྱི་ 60
འདས་ ཀྱིས་ ཚེ་ དང་ ལྡན་ པ་ ཤཱ་ རིའི་ བུ་ 114
འདས་ ཀྱིས་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ དཔའ་ ཆེན་ 298
འདས་ ཀྱིས་ བྱང་ ཆུབ་ སེམས་ དཔའ་ བྱམས་ པ་ ལ་ 42
འདས་ ཀྱིས་ དོན་ དེ་ ཉིད་ ཡང་ བསྟན་ པའི་ ཕྱིར་ 45
འདས་ ཀྱིས་ གསུངས་ པ་ ལ་ མངོན་ པར་ བསྟོད་ དོ 526
འདས་ ཀྱིས་ ཅང་ མི་ གསུང་ བས་ གནང་ བར་ རིག་ 68
འདས་ ཀྱིས་ ཟླ་ འོད་ གཞོན་ ནུར་ གྱུར་ པ་ ལ་ 54
འདས་ ཀྱིས་ བཀའ་ སྩལ་ པ །_ ཆོས་ ཐམས་ ཅད་ 77
འདས་ ཀྱིས་ བཀའ་ སྩལ་ པ །_ མཐའ་ ལས་ འདས་ 111
འདས་ ཀྱིས་ བཀའ་ སྩལ་ པ །_ རྒྱལ་ པོ་ ཆེན་ 139
འདས་ ཀྱིས་ བཀའ་ སྩལ་ པ །_ ཀུན་ དགའ་ བོ་ 363
འདས་ ཀྱིས་ བཀའ་ སྩལ་ པ །_ དགེ་ སློང་ དག་ 741
འདས་ ཀྱིས་ བཀའ་ སྩལ་ པ །_ དགེ་ སློང་ མ་ 47
འདས་ ཀྱིས་ བཀའ་ སྩལ་ པ །_ དགེ་ སློང་ གིས་ 42
འདས་ ཀྱིས་ བཀའ་ སྩལ་ པ །_ རབ་ འབྱོར་ ཆོས་ 41
འདས་ ཀྱིས་ བཀའ་ སྩལ་ པ །_ རབ་ འབྱོར་ འདི་ 330
