༄༅ རྒྱ་ གར་ སྐད་ དུ །_ 319
བྱེད་ པ་ ཡང་ མ་ ཡིན །_ 43
བྱེད་ པ་ དག་ ཀྱང་ ཡོད་ དོ 46
བྱེད་ པ་ དེ་ དག་ ཐམས་ ཅད་ 62
བྱེད་ པ་ དེ་ མི་ དམིགས་ པའི་ 48
བྱེད་ པ་ དེ་ སྲིད་ དུ་ ཉེས་ 58
བྱེད་ པ་ དེ་ ལྟ་ དེ་ ལྟར་ 78
བྱེད་ པ་ ནས །_ བཅོམ་ ལྡན་ 43
བྱེད་ པ་ སྟེ །_ འདི་ ནི་ 103
བྱེད་ པ་ སྟེ །_ དེས་ ན་ 89
བྱེད་ པ་ མ་ ཡིན་ ནོ །_། 287
བྱེད་ པ་ བྱས་ པ །_ ཁུར་ 56
བྱེད་ པ་ མངོན་ པར་ རྫོགས་ པར་ 124
བྱེད་ པ་ ལྟ་ ཞོག _། ཀཽ་ 40
བྱེད་ པ་ དབེན་ པར་ རིག་ པར་ 121
བྱེད་ པ་ འམ །_ གང་ གིས་ 64
བྱེད་ པ་ དངོས་ པོ་ མྱེད་ པར་ 86
བྱེད་ པ་ སྟོང་ པ་ ཉིད་ དུ་ 122
བྱེད་ པ་ མྱེད་ པར་ རིག་ པར་ 95
བྱེད་ དུ་ འགྱུར་ ལ །_ རིགས་ 43
བྱེད་ དུ་ འགྱུར་ རོ །_། དགེ་ 286
བྱེད་ དུ་ འགྱུར་ རོ །_། བཙུན་ 69
བྱེད་ དུ་ འགྱུར་ རོ །_། ལྟུང་ 89
བྱེད་ དུ་ གཞུག་ པར་ བྱ །_ 44
བྱེད་ པ །_ བྱང་ ཆུབ་ སེམས་ 41
བྱེད་ ཀྱི་ རྣམ་ པ་ ཐམས་ ཅད་ 69
བྱེད་ ཀྱི་ མཚན་ མའི་ དངོས་ པོ་ 77
བྱེད་ ཀྱི་ རྐྱེན་ གྱིས་ རྣམ་ པར་ 56
བྱེད་ ཀྱི་ ཚལ་ ཁྱིམ་ བདག་ མགོན་ 53
བྱེད་ ཀྱི་ ཚལ་ མགོན་ མེད་ ཟས་ 596
བྱེད་ རྣམས་ དང་ །_ རྣམ་ པར་ 820
བྱེད་ རྣམས་ དང་ རྣམ་ པར་ ཤེས་ 94
བྱེད་ རྣམས་ དང་ ། རྣམ་ པར་ 164
བྱེད་ རྣམས་ དང །_ རྣམ་ པར་ 230
བྱེད་ རྣམ་ པར་ དག་ པ་ དང་ 63
བྱེད་ རྣམ་ པར་ དག་ པ །_ 92
བྱེད་ རྣམ་ པར་ དག་ པས །_ 72
བྱེད་ རྣམ་ པར་ མྱི་ བྱེད་ མངོན་ 43
བྱེད་ ན །_ དགེ་ འདུན་ གྱིས་ 84
བྱེད་ ན །_ དེ་ རྨྱི་ ལམ་ 88
བྱེད་ ན་ ཐམས་ ཅད་ དུ་ ལྟུང་ 53
བྱེད་ ན་ དགེ་ འདུན་ ལྷག་ མར་ 111
བྱེད་ ན་ ཞེས་ བྱ་ བ་ ནི་ 66
བྱེད་ ན་ ཡང་ ལྟུང་ བ་ མེད་ 43
བྱེད་ ན་ ལྟུང་ བ་ མེད་ དོ 80
བྱེད་ ན་ ལྟུང་ བྱེད་ དུ་ འགྱུར་ 88
བྱེད་ ན་ ལྟུང་ བྱེད་ དོ །_། 141
བྱེད་ ན་ སྤང་ བའི་ ལྟུང་ བྱེད་ 96
བྱེད་ ན་ ཉེས་ པ་ སྦོམ་ པོར་ 41
བྱེད་ ན་ ཉེས་ བྱས་ སུ་ འགྱུར་ 89
བྱེད་ ན་ འགལ་ ཚབས་ ཅན་ དུ་ 158
བྱེད་ པར་ གྱུར་ ཅིག་ ཅེས་ བྱས་ 79
བྱེད་ པར་ གྱུར་ ཅིག _། མི་ 143
བྱེད་ པར་ མི་ འགྱུར་ རོ །_། 105
བྱེད་ པར་ འགྱུར་ བ་ དང་ །_ 71
བྱེད་ པར་ འགྱུར་ ཏེ །_ དེ་ 48
བྱེད་ པར་ འགྱུར་ རོ །_། དེ་ 195
བྱེད་ པར་ འགྱུར་ རོ །_། བྱང་ 74
བྱེད་ པར་ མ་ གྱུར་ ཅིག་ ཅེས་ 46
བྱེད་ པར་ མ་ གྱུར་ ཅིག _། 115
བྱེད་ ནས །_ བཅོམ་ ལྡན་ འདས་ 57
བྱེད་ ཅིང་ །_ སངས་ རྒྱས་ ཀྱི་ 40
བྱེད་ ཅིང་ །_ རྣམ་ པ་ ཐམས་ 55
བྱེད་ ཅིང་ །_ བྱང་ ཆུབ་ སེམས་ 48
བྱེད་ ཅིང་ སོ་ སོར་ ཐར་ པའི་ 256
བྱེད་ ཅིང་ མྱི་ རྟེན་ པ་ དང་ 42
བྱེད་ མངོན་ པར་ མྱི་ བྱེད་ དེ 93
བྱེད་ ལ །_ གཞན་ དག་ ཀྱང་ 69
བྱེད་ ཅིག _། དེ་ ལ་ སྙིང་ 54
བྱེད་ པའམ །_ གང་ གིས་ ཡོངས་ 49
བྱེད་ པའོ །_། གཉིས་ ལ་ སྤྱོད་ 53
བྱེད་ པའོ །_། བྱང་ ཆུབ་ སེམས་ 124
བྱེད་ པའོ །_། གཞན་ ཡང་ ཇི་ 79
བྱེད་ དམ །_ རྣམ་ པར་ ཤེས་ 40
བྱེད་ དམ །_ གཞན་ ལ་ སྦྱིན་ 48
བྱེད་ དམ །_ གཏོང་ བར་ མི་ 56
བྱེད་ དེ །_ འཕགས་ པ་ དག་ 41
བྱེད་ དེ །_ འདི་ ལྟ་ སྟེ 62
བྱེད་ དེ །_ རྣམ་ པར་ འཕེལ་ 105
བྱེད་ དེ །_ རབ་ འབྱོར་ དེ་ 75
བྱེད་ དེ །_ དེ་ མི་ དམིགས་ 56
བྱེད་ དེ །_ དེ་ ཅིའི་ ཕྱིར་ 125
བྱེད་ དེ །_ དེས་ ཐོས་ པ་ 87
བྱེད་ དེ །_ དངོས་ པོ་ ཡོད་ 146
བྱེད་ དེ །_ དམིགས་ པའི་ ཚུལ་ 280
བྱེད་ དེ །_ དམྱིགས་ པའི་ ཚུལ་ 653
བྱེད་ ཆུང་ བར་ མྱི་ བྱེད་ དོ 100
བྱེད་ ཚད་ མྱེད་ པར་ མྱི་ བྱེད་ 80
བྱེད་ དགའ་ དགུར་ སྤྱོད་ པར་ བྱེད་ 40
བྱེད་ ཅེས་ སྨོད་ པར་ བྱེད །_ 73
བྱེད་ དོ་ ཞེས་ བྱ་ བ་ ནི་ 327
བྱེད་ དོ་ ཞེས་ བྱ་ བའི་ བར་ 88
བྱེད་ དོ་ ཞེས་ གསུངས་ སོ །_། 115
བྱེད་ དོ །_། ཆོས་ ཐམས་ ཅད་ 85
བྱེད་ དོ །_། སངས་ རྒྱས་ ཀྱི་ 104
བྱེད་ དོ །_། གང་ གི་ ཚེ་ 101
བྱེད་ དོ །_། དགེ་ སློང་ མས་ 62
བྱེད་ དོ །_། རྣམ་ པར་ ཤེས་ 72
བྱེད་ དོ །_། རང་ བཞིན་ སྟོང་ 127
བྱེད་ དོ །_། ཡང་ གང་ ཞེས་ 121
བྱེད་ དོ །_། ཡང་ དགེ་ སློང་ 361
བྱེད་ དོ །_། ཡང་ དག་ པར་ 52
བྱེད་ དོ །_། ན་ མོ་ རཏྣ་ 55
བྱེད་ དོ །_། རབ་ འབྱོར་ དེ་ 83
བྱེད་ དོ །_། རབ་ འབྱོར་ གཞན་ 99
བྱེད་ དོ །_། དེ་ སྒྲ་ བརྙན་ 103
བྱེད་ དོ །_། དེ་ དག་ རྣམས་ 46
བྱེད་ དོ །_། དེ་ དག་ གིས་ 40
བྱེད་ དོ །_། དེ་ བཞིན་ དུ་ 394
བྱེད་ དོ །_། དེ་ བཞིན་ གཤེགས་ 83
བྱེད་ དོ །_། དེ་ ཤེས་ རབ་ 931
བྱེད་ དོ །_། དེ་ ནས་ དགེ་ 41
བྱེད་ དོ །_། དེ་ ནས་ ཡང་ 62
བྱེད་ དོ །_། དེ་ ནས་ དེ་ 45
བྱེད་ དོ །_། དེ་ ནས་ བཅོམ་ 110
བྱེད་ དོ །_། དེ་ ནས་ ལྷ་ 67
བྱེད་ དོ །_། དེ་ ལྟར་ དེ་ 46
བྱེད་ དོ །_། དེ་ ཅིའི་ ཕྱིར་ 261
བྱེད་ དོ །_། དེ་ དྲི་ ཟའི་ 103
བྱེད་ དོ །_། དེ་ སྤྲུལ་ པ་ 102
བྱེད་ དོ །_། དེ་ སྒྱུ་ མ་ 102
བྱེད་ དོ །_། དེ་ སྨྱིག་ རྒྱུ་ 101
བྱེད་ དོ །_། དེ་ མྱིག་ ཡོར་ 103
བྱེད་ དོ །_། ཡོངས་ སུ་ མ་ 113
བྱེད་ དོ །_། བཅོམ་ ལྡན་ འདས་ 68
བྱེད་ དོ །_། ཤེས་ རབ་ ཀྱི་ 125
བྱེད་ དོ །_། ཚེ་ དང་ ལྡན་ 45
བྱེད་ དོ །_། བྱང་ ཆུབ་ སེམས་ 157
བྱེད་ དོ །_། གཞན་ ཡང་ རྣལ་ 122
བྱེད་ དོ །_། ཉན་ ཐོས་ དང་ 52
བྱེད་ དོ །_། ཁ་ ཅིག་ ནི་ 88
བྱེད་ དོ །_། སེམས་ ཅན་ ཐམས་ 40
བྱེད་ དོ །_། སེམས་ ཅན་ གང་ 64
བྱེད་ དོ །_། གསོལ་ པ །_ 49
བྱེད་ དོ །_། སྲིན་ བུའི་ རིགས་ 67
བྱེད་ དོ །_། མཚན་ མ་ མྱེད་ 45
བྱེད་ དོ །_། ཤ་ ར་ དྭ་ 57
བྱེད་ དོ །_། དངོས་ པོ་ མྱེད་ 379
བྱེད་ དོ །_། རིགས་ ཀྱི་ བུ་ 191
བྱེད་ དོ །_། ཤཱ་ རིའི་ བུ་ 60
བྱེད་ དོ །_། ཀཽ་ ཤི་ ཀ་ 116
བྱེད་ ཡངས་ པར་ མྱི་ བྱེད་ དོ 102
བྱེད་ ཅེ་ ན །_ རིགས་ ཀྱི་ 43
ལམ །_། གསོལ་ པ །_ བཅོམ་ 57
ལམ །_ གསོལ་ པ །_ བཅོམ་ 48
ལམ །_ དམྱིགས་ པའི་ ཚུལ་ གྱིས་ 108
ཡི་ དམ་ ཆོས་ དག _། ལོ་ 47
ཡི་ ནི་ དང་ པོ་ དང་ །_། 62
ཡི་ ནི་ གསུམ་ པ་ དང་ །_། 56
ཡི་ ནི་ བཞི་ པ་ དང་ །_། 46
ཡི་ འཁོར་ རྣམས་ དང་ །_། དེ་ 59
ཡི་ རང་ བ་ དང་ ལྡན་ པའི་ 127
ཡི་ ཕྱོགས་ རྣམས་ ཐམས་ ཅད་ དུ 50
ཡི་ གེ་ དང་ ལྡན་ པར་ གཞན་ 56
ཡི་ གེ་ མ་ མཆིས་ པའོ །_། 110
ཡི་ གེ་ དྲུག་ པའི་ རིག་ སྔགས་ 83
ཡི་ རངས་ ཏེ །_ རབ་ ཏུ་ 58
ཡི་ རངས་ ཏེ །_ བཅོམ་ ལྡན་ 425
ཡི་ རངས་ ཏེ་ བཅོམ་ ལྡན་ འདས་ 82
ཡི་ དགས་ དང་ །_ དུད་ འགྲོ་ 109
ཡི་ དགས་ དང་ །_ དུད་ འགྲོའི་ 65
ཡི་ དགས་ དང་ །_ ཤ་ ཟ་ 98
ཡི་ དགས་ དང་ དུད་ འགྲོ་ རྣམས་ 56
ཡི་ དགས་ རྣམས་ ཀྱི་ ནང་ དུ་ 43
ཡི་ དགས་ ངན་ སོང་ དང་ །_ 83
ཡི་ གེར་ འདྲི་ བ་ དང་ །_ 143
ཡི་ གེར་ བྲི་ བ་ དང་ །_ 51
གྲོང་ དང་ །_ གྲོང་ ཁྱེར་ དང་ 277
གྲོང་ ངམ །_ གྲོང་ ཁྱེར་ རམ 96
གྲོང་ རྡལ་ དང་ །_ ཡུལ་ འཁོར་ 63
གྲོང་ རྡལ་ དང་ །_ ལྗོངས་ དང་ 86
གྲོང་ ཁྱེར་ དང་ །_ གྲོང་ རྡལ་ 220
གྲོང་ ཁྱེར་ ལ་ རློམ་ སེམས་ སུ་ 104
གྲོང་ ཁྱེར་ བདག་ གི་ ཞེས་ རློམ་ 104
གྲོང་ ཁྱེར་ གྱིས་ རློམ་ སེམས་ སུ་ 103
གྲོང་ ཁྱེར་ རམ །_ གྲོང་ རྡལ་ 89
གྲོང་ ཁྱེར་ རྩྭ་ ཅན་ གྱི་ གྱད་ 65
གྲོང་ ཁྱེར་ བཱ་ རཱ་ ཎ་ སཱི་ 137
གྲོང་ ཁྱེར་ རློམ་ སེམས་ སུ་ མྱི་ 104
འཇུག་ དང་ །_ དབང་ ཕྱུག་ ཆེན་ 81
འཇུག་ པ་ རྒྱ་ མཚོ་ གྲངས་ མེད་ 46
འཇུག་ པ་ དང་ །_ སངས་ རྒྱས་ 41
འཇུག་ པ་ དང་ །_ རྣམ་ པར་ 269
འཇུག་ པ་ དང་ །_ སེམས་ ཅན་ 65
འཇུག་ པ་ དང་ །_ སྟོང་ པ་ 133
འཇུག་ པ་ ལ་ སྙོམས་ པར་ འཇུག་ 73
འཇུག་ པ་ གང་ ཞེ་ ན །_ 48
འཇུག་ པ་ རྣམས་ དང་ །_ རྣམ་ 196
འཇུག་ པ་ རྣམས་ སམ །_ རྣམ་ 58
འཇུག་ པ་ རྣམ་ པར་ དག་ པ་ 106
འཇུག་ པ་ རྣམ་ པར་ དག་ པས 76
འཇུག་ པ་ ཞེས་ བྱ་ བའི་ ཆོས་ 65
འཇུག་ པ་ ཞེས་ བྱ་ བའི་ ཏིང་ 80
འཇུག་ པ་ དེ་ དག་ གི་ ལེགས་ 57
འཇུག་ པ་ ཤེས་ པ་ དང་ །_ 52
འཇུག་ པ་ ལས་ ལངས་ ནས །_ 64
འཇུག་ པ་ བཞི་ དང་ །_ རྣམ་ 74
འཇུག་ པ་ བཞི་ དང་ །_ མངོན་ 72
འཇུག་ པ་ དགུ་ དང་ །_ རྣམ་ 148
འཇུག་ པ་ དགུ་ དང་ །_ སྟོང་ 180
འཇུག་ པ་ དགུ་ ལ་ སྙོམས་ པར་ 41
འཇུག་ པ་ དགུ་ རྣམ་ པར་ དག་ 57
འཇུག་ ན་ ཞེས་ བྱ་ བ་ ནི་ 44
འཇུག་ ན་ ལྟུང་ བྱེད་ དོ །_། 53
འཇུག་ པར་ བྱེད་ དོ །_། དེ་ 49
འཇུག་ པར་ འགྱུར་ རོ །_། དེ་ 44
འཇུག་ པར་ བྱ་ བ་ དང་ །_ 49
འཇུག་ པར་ མཛད །_ ཡང་ དག་ 56
འཇུག་ པའོ །_། གང་ དེ་ ལ་ 722
འཇུག་ པའོ །_། རབ་ འབྱོར་ གཞན་ 83
འདྲ་ བ་ ཡང་ བཟླས་ ཏེ་ བྱུང་ 54
འདྲ་ བའི་ སེམས་ དང་ ལྡན་ པ 79
འདྲ་ བའི་ ཚིགས་ སུ་ བཅད་ པ་ 48
གནས །_། རྒྱལ་ བའི་ སྐུ་ གདུང་ 120
གནས །_། དུས་ རླབས་ ཡོལ་ བར་ 43
གནས །_ མ་ བཅིངས་ མ་ གྲོལ་ 59
ང་ བ་ ཉུང་ ངམ །_ བསྐྱོད་ 62
ང་ ལ་ སེམས་ ཅན་ རྣམས་ ཀྱིས་ 42
ང་ ལ་ འོད་ ཟེར་ ཡང་ ཡོད་ 63
ང་ གནས་ ཏེ །_། དེ་ ཡང་ 67
ང་ ནི་ ཡང་ དག་ རྫོགས་ པའི་ 178
ང་ རྒྱལ་ དང་ །_ རྒྱགས་ པ་ 51
ང་ ཉིད་ ཀྱི་ བསྟན་ པ་ ལ་ 67
ང་ ཉིད་ ཡིན་ ནོ །_། དེའི་ 74
ང་ ཉིད་ དེའི་ ཚེ་ དེའི་ དུས་ 59
ང་ ཡང་ དག་ པར་ རྫོགས་ པའི་ 68
ང་ ཡོངས་ སུ་ མྱ་ ངན་ ལས་ 136
ང་ དེའི་ ཚེ་ དེའི་ དུས་ ན་ 130
ང་ ས་ ལ་ བཙུགས་ ཏེ །_ 307
ང་ ས་ ལ་ བཙུགས་ ནས །_ 64
ང་ མཉེས་ པར་ བྱས་ ཏེ་ མི་ 45
མྱ་ ངན་ དང་ །_ སྨྲེ་ སྔགས་ 364
མྱ་ ངན་ དང་ སྨྲེ་ སྔགས་ འདོན་ 46
མྱ་ ངན་ འདས་ ནས་ དམ་ ཆོས་ 97
མྱ་ ངན་ འདས་ ནས་ ཀྱང་ །_། 97
མྱ་ ངན་ མ་ བྱེད་ ཅིག _། 47
མྱ་ ངན་ ལས་ འདས་ སོ །_། 157
མྱ་ ངན་ ལས་ འདས་ པའི་ བར་ 66
