༄༅ རྒྱ་ གར་ སྐད་ དུ །_ ཨཱརྱ་ 185
བྱེད་ དང་ ལྡན་ པའི་ རྫུ་ འཕྲུལ་ གྱི་ 47
བྱེད་ པ་ པོ་ དང་ །_ ཚོར་ བ་ 46
བྱེད་ པ་ པོ་ རྣམ་ པར་ དག་ པ་ 329
བྱེད་ པ་ པོ་ ཡོངས་ སུ་ དག་ པ་ 206
བྱེད་ པ་ པོ་ ཡོངས་ སུ་ དག་ པས 103
བྱེད་ པ་ དང་ །_ ཚུལ་ བཞིན་ དུ་ 159
བྱེད་ པ་ དང་ །_ མངོན་ པར་ ཆགས་ 112
བྱེད་ པ་ དང་ །_ གཞན་ དག་ ལ་ 53
བྱེད་ པ་ དང་ །_ ཞོ་ ཤས་ འཚོ་ 62
བྱེད་ པ་ དང་ རབ་ ཏུ་ འདོན་ པ་ 49
བྱེད་ པ་ གང་ ཡིན་ པ་ དེ་ ནི་ 117
བྱེད་ པ་ གང་ ཡིན་ པ་ དེ་ དག་ 56
བྱེད་ པ་ ཡིན་ ནོ །_། རབ་ འབྱོར་ 40
བྱེད་ པ་ ཡིན་ ནོ །_། དེ་ ནས་ 41
བྱེད་ པ་ ཡིན་ ན །_ དེས་ ཐོས་ 102
བྱེད་ པ་ ལས །_ དེའི་ འོག་ ཏུ་ 164
བྱེད་ པ་ རང་ བཞིན་ མྱེད་ པར་ རིག་ 89
བྱེད་ པ་ ཞེས་ བྱ་ བའི་ ཏིང་ ངེ་ 168
བྱེད་ པ་ དག་ ཀྱང་ ཡོད་ དོ །_། 45
བྱེད་ པ་ དེ་ མི་ དམིགས་ པའི་ ཚུལ་ 48
བྱེད་ པ་ ནས །_ བཅོམ་ ལྡན་ འདས་ 43
བྱེད་ པ་ སྟེ །_ དེས་ ན་ ལྟུང་ 88
བྱེད་ པ་ བྱས་ པ །_ ཁུར་ བོར་ 56
བྱེད་ པ་ མངོན་ པར་ རྫོགས་ པར་ འཚང་ 123
བྱེད་ པ་ ལྟ་ ཞོག _། ཀཽ་ ཤི་ 40
བྱེད་ པ་ དབེན་ པར་ རིག་ པར་ བྱའོ 120
བྱེད་ པ་ འམ །_ གང་ གིས་ ཡོངས་ 63
བྱེད་ པ་ དངོས་ པོ་ མྱེད་ པར་ རིག་ 86
བྱེད་ པ་ སྟོང་ པ་ ཉིད་ དུ་ རིག་ 122
བྱེད་ པ་ མྱེད་ པར་ རིག་ པར་ བྱའོ 95
བྱེད་ དུ་ འགྱུར་ ལ །_ རིགས་ དང་ 43
བྱེད་ དུ་ འགྱུར་ རོ །_། དགེ་ སློང་ 271
བྱེད་ དུ་ འགྱུར་ རོ །_། བཙུན་ པ་ 69
བྱེད་ དུ་ འགྱུར་ རོ །_། ལྟུང་ བྱེད་ 89
བྱེད་ དུ་ གཞུག་ པར་ བྱ །_ སུ་ 43
བྱེད་ ཀྱི་ རྣམ་ པ་ ཐམས་ ཅད་ སྙིལ་ 42
བྱེད་ ཀྱི་ མཚན་ མའི་ དངོས་ པོ་ དེ་ 49
བྱེད་ ཀྱི་ རྐྱེན་ གྱིས་ རྣམ་ པར་ ཤེས་ 56
བྱེད་ ཀྱི་ ཚལ་ ཁྱིམ་ བདག་ མགོན་ མེད་ 53
བྱེད་ ཀྱི་ ཚལ་ མགོན་ མེད་ ཟས་ སྦྱིན་ 596
བྱེད་ རྣམས་ དང་ །_ རྣམ་ པར་ ཤེས་ 820
བྱེད་ རྣམས་ དང་ རྣམ་ པར་ ཤེས་ པ་ 81
བྱེད་ རྣམས་ དང་ ། རྣམ་ པར་ ཤེས་ 164
བྱེད་ རྣམས་ དང །_ རྣམ་ པར་ ཤེས་ 230
བྱེད་ རྣམ་ པར་ དག་ པ་ དང་ །_ 61
བྱེད་ རྣམ་ པར་ དག་ པ །_ འདུ་ 92
བྱེད་ རྣམ་ པར་ དག་ པས །_ རྣམ་ 58
བྱེད་ རྣམ་ པར་ མྱི་ བྱེད་ མངོན་ པར་ 43
བྱེད་ ན །_ དགེ་ འདུན་ གྱིས་ སོ་ 80
བྱེད་ ན །_ དེ་ རྨྱི་ ལམ་ རློམ་ 88
བྱེད་ ན་ ཐམས་ ཅད་ དུ་ ལྟུང་ བྱེད་ 53
བྱེད་ ན་ དགེ་ འདུན་ ལྷག་ མར་ འགྱུར་ 111
བྱེད་ ན་ ཡང་ ལྟུང་ བ་ མེད་ དོ 43
བྱེད་ ན་ ལྟུང་ བ་ མེད་ དོ །_། 80
བྱེད་ ན་ ལྟུང་ བྱེད་ དུ་ འགྱུར་ རོ 84
བྱེད་ ན་ ལྟུང་ བྱེད་ དོ །_། ཡང་ 81
བྱེད་ ན་ སྤང་ བའི་ ལྟུང་ བྱེད་ དུ་ 49
བྱེད་ ན་ ཉེས་ པ་ སྦོམ་ པོར་ འགྱུར་ 41
བྱེད་ ན་ ཉེས་ བྱས་ སུ་ འགྱུར་ རོ 89
བྱེད་ ན་ འགལ་ ཚབས་ ཅན་ དུ་ འགྱུར་ 158
བྱེད་ པར་ གྱུར་ ཅིག་ ཅེས་ བྱས་ སོ 51
བྱེད་ པར་ གྱུར་ ཅིག _། མི་ མཉེས་ 143
བྱེད་ པར་ འགྱུར་ རོ །_། དེ་ ནས་ 60
བྱེད་ པར་ འགྱུར་ རོ །_། བྱང་ ཆུབ་ 74
བྱེད་ པར་ མ་ གྱུར་ ཅིག་ ཅེས་ བྱས་ 45
བྱེད་ པར་ མ་ གྱུར་ ཅིག _། དེ་ 91
བྱེད་ ནས །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 55
བྱེད་ ཅིང་ །_ རྣམ་ པ་ ཐམས་ ཅད་ 55
བྱེད་ ཅིང་ སོ་ སོར་ ཐར་ པའི་ མདོ་ 256
བྱེད་ ཅིང་ མྱི་ རྟེན་ པ་ དང་ །_ 41
བྱེད་ མངོན་ པར་ མྱི་ བྱེད་ དེ །_ 92
བྱེད་ ཅིག _། དེ་ ལ་ སྙིང་ པོ་ 53
བྱེད་ པའམ །_ གང་ གིས་ ཡོངས་ སུ་ 49
བྱེད་ པའོ །_། གཉིས་ ལ་ སྤྱོད་ པ་ 53
བྱེད་ པའོ །_། བྱང་ ཆུབ་ སེམས་ དཔའ་ 117
བྱེད་ པའོ །_། གཞན་ ཡང་ ཇི་ སྲིད་ 79
བྱེད་ དམ །_ གཞན་ ལ་ སྦྱིན་ པར་ 48
བྱེད་ དམ །_ གཏོང་ བར་ མི་ བྱེད་ 56
བྱེད་ དེ །_ འདི་ ལྟ་ སྟེ །_ 62
བྱེད་ དེ །_ རྣམ་ པར་ འཕེལ་ བར་ 105
བྱེད་ དེ །_ རབ་ འབྱོར་ དེ་ ལྟར་ 69
བྱེད་ དེ །_ དེ་ མི་ དམིགས་ སོ 56
བྱེད་ དེ །_ དེ་ ཅིའི་ ཕྱིར་ ཞེ་ 125
བྱེད་ དེ །_ དེས་ ཐོས་ པ་ ལས་ 87
བྱེད་ དེ །_ དངོས་ པོ་ ཡོད་ པ་ 136
བྱེད་ དེ །_ དམིགས་ པའི་ ཚུལ་ གྱིས་ 273
བྱེད་ དེ །_ དམྱིགས་ པའི་ ཚུལ་ གྱིས་ 645
བྱེད་ ཆུང་ བར་ མྱི་ བྱེད་ དོ །_། 98
བྱེད་ ཚད་ མྱེད་ པར་ མྱི་ བྱེད་ དོ 80
བྱེད་ ཅེས་ སྨོད་ པར་ བྱེད །_ ཕྱར་ 72
བྱེད་ དོ་ ཞེས་ བྱ་ བ་ ནི་ སེམས་ 85
བྱེད་ དོ་ ཞེས་ བྱ་ བ་ ནི་ གོང་ 192
བྱེད་ དོ་ ཞེས་ བྱ་ བའི་ བར་ རོ 56
བྱེད་ དོ་ ཞེས་ གསུངས་ སོ །_། དེ་ 108
བྱེད་ དོ །_། སངས་ རྒྱས་ ཀྱི་ ཞིང་ 59
བྱེད་ དོ །_། རྣམ་ པར་ ཤེས་ པ་ 50
བྱེད་ དོ །_། རང་ བཞིན་ སྟོང་ པ་ 127
བྱེད་ དོ །_། ཡང་ གང་ ཞེས་ བྱ་ 121
བྱེད་ དོ །_། ཡང་ དགེ་ སློང་ གང་ 132
བྱེད་ དོ །_། ཡང་ དགེ་ སློང་ མ་ 220
བྱེད་ དོ །_། ན་ མོ་ རཏྣ་ ཏྲ་ 53
བྱེད་ དོ །_། རབ་ འབྱོར་ དེ་ ལྟར་ 51
བྱེད་ དོ །_། རབ་ འབྱོར་ གཞན་ ཡང་ 99
བྱེད་ དོ །_། དེ་ སྒྲ་ བརྙན་ རློམ་ 103
བྱེད་ དོ །_། དེ་ བཞིན་ གཤེགས་ པ་ 40
བྱེད་ དོ །_། དེ་ ཤེས་ རབ་ ཀྱི་ 924
བྱེད་ དོ །_། དེ་ ནས་ བཅོམ་ ལྡན་ 110
བྱེད་ དོ །_། དེ་ ཅིའི་ ཕྱིར་ ཞེ་ 261
བྱེད་ དོ །_། དེ་ དྲི་ ཟའི་ གྲོང་ 103
བྱེད་ དོ །_། དེ་ སྤྲུལ་ པ་ རློམ་ 102
བྱེད་ དོ །_། དེ་ སྒྱུ་ མ་ རློམ་ 102
བྱེད་ དོ །_། དེ་ སྨྱིག་ རྒྱུ་ རློམ་ 101
བྱེད་ དོ །_། དེ་ མྱིག་ ཡོར་ རློམ་ 103
བྱེད་ དོ །_། ཡོངས་ སུ་ མ་ བརྟགས་ 112
བྱེད་ དོ །_། ཤེས་ རབ་ ཀྱི་ ཕ་ 121
བྱེད་ དོ །_། ཚེ་ དང་ ལྡན་ པ་ 45
བྱེད་ དོ །_། བྱང་ ཆུབ་ སེམས་ དཔའ་ 110
བྱེད་ དོ །_། གཞན་ ཡང་ རྣལ་ འབྱོར་ 122
བྱེད་ དོ །_། ཉན་ ཐོས་ དང་ རང་ 44
བྱེད་ དོ །_། སེམས་ ཅན་ ཐམས་ ཅད་ 40
བྱེད་ དོ །_། སེམས་ ཅན་ གང་ གི་ 45
བྱེད་ དོ །_། མཚན་ མ་ མྱེད་ པའི་ 45
བྱེད་ དོ །_། ཤ་ ར་ དྭ་ ཏིའི་ 57
བྱེད་ དོ །_། དངོས་ པོ་ མྱེད་ པའི་ 363
བྱེད་ དོ །_། ཀཽ་ ཤི་ ཀ་ གལ་ 101
བྱེད་ ཡངས་ པར་ མྱི་ བྱེད་ དོ །_། 101
བྱེད་ ཅེ་ ན །_ རིགས་ ཀྱི་ བུ་ 43
ལམ །_། གསོལ་ པ །_ བཅོམ་ ལྡན་ 57
ལམ །_ གསོལ་ པ །_ བཅོམ་ ལྡན་ 48
ལམ །_ དམྱིགས་ པའི་ ཚུལ་ གྱིས་ ཡོངས་ 107
ཡི་ དམ་ ཆོས་ དག _། ལོ་ གྲངས་ 47
ཡི་ འཁོར་ རྣམས་ དང་ །_། དེ་ དག་ 41
ཡི་ རང་ བ་ དང་ ལྡན་ པའི་ སེམས་ 47
ཡི་ རང་ བ་ དང་ ལྡན་ པའི་ བསོད་ 70
ཡི་ ཕྱོགས་ རྣམས་ ཐམས་ ཅད་ དུ །_། 50
ཡི་ གེ་ དང་ ལྡན་ པར་ གཞན་ ལ་ 56
ཡི་ གེ་ དྲུག་ པའི་ རིག་ སྔགས་ ཆེན་ 51
ཡི་ རངས་ ཏེ །_ རབ་ ཏུ་ དགའ་ 58
ཡི་ རངས་ ཏེ །_ བཅོམ་ ལྡན་ འདས་ 425
ཡི་ རངས་ ཏེ་ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 79
ཡི་ དགས་ དང་ །_ དུད་ འགྲོ་ རྣམས་ 50
ཡི་ དགས་ དང་ །_ ཤ་ ཟ་ དང་ 78
ཡི་ དགས་ ངན་ སོང་ དང་ །_ ངན་ 83
ཡི་ གེར་ འདྲི་ བ་ དང་ །_ ཡི་ 56
གྲོང་ དང་ །_ གྲོང་ ཁྱེར་ དང་ །_ 271
གྲོང་ ངམ །_ གྲོང་ ཁྱེར་ རམ །_ 96
གྲོང་ རྡལ་ དང་ །_ ཡུལ་ འཁོར་ དང་ 60
གྲོང་ རྡལ་ དང་ །_ ལྗོངས་ དང་ །_ 80
གྲོང་ ཁྱེར་ དང་ །_ གྲོང་ རྡལ་ དང་ 182
གྲོང་ ཁྱེར་ ལ་ རློམ་ སེམས་ སུ་ མྱི་ 104
གྲོང་ ཁྱེར་ བདག་ གི་ ཞེས་ རློམ་ སེམས་ 104
གྲོང་ ཁྱེར་ གྱིས་ རློམ་ སེམས་ སུ་ མྱི་ 103
གྲོང་ ཁྱེར་ རམ །_ གྲོང་ རྡལ་ ལམ 72
གྲོང་ ཁྱེར་ རྩྭ་ ཅན་ གྱི་ གྱད་ རྣམས་ 46
གྲོང་ ཁྱེར་ བཱ་ རཱ་ ཎ་ སཱི་ ན་ 113
གྲོང་ ཁྱེར་ རློམ་ སེམས་ སུ་ མྱི་ བྱེད 104
འཇུག་ དང་ །_ དབང་ ཕྱུག་ ཆེན་ པོ་ 73
འཇུག་ པ་ དང་ །_ རྣམ་ པར་ ཐར་ 262
འཇུག་ པ་ དང་ །_ སྟོང་ པ་ ཉིད་ 132
འཇུག་ པ་ རྣམས་ དང་ །_ རྣམ་ པར་ 196
འཇུག་ པ་ རྣམས་ སམ །_ རྣམ་ པར་ 58
འཇུག་ པ་ རྣམ་ པར་ དག་ པ་ དང་ 73
འཇུག་ པ་ རྣམ་ པར་ དག་ པས །_ 75
འཇུག་ པ་ ཞེས་ བྱ་ བའི་ ཆོས་ ཀྱི་ 65
འཇུག་ པ་ ཞེས་ བྱ་ བའི་ ཏིང་ ངེ་ 80
འཇུག་ པ་ དེ་ དག་ གི་ ལེགས་ པ་ 55
འཇུག་ པ་ བཞི་ དང་ །_ རྣམ་ པར་ 74
འཇུག་ པ་ བཞི་ དང་ །_ མངོན་ པར་ 72
འཇུག་ པ་ དགུ་ དང་ །_ རྣམ་ པར་ 147
འཇུག་ པ་ དགུ་ དང་ །_ སྟོང་ པ་ 180
འཇུག་ པ་ དགུ་ ལ་ སྙོམས་ པར་ འཇུག་ 41
འཇུག་ པར་ མཛད །_ ཡང་ དག་ པར་ 56
འཇུག་ པའོ །_། རབ་ འབྱོར་ གཞན་ ཡང་ 83
འདྲ་ བ་ ཡང་ བཟླས་ ཏེ་ བྱུང་ བ་ 53
འདྲ་ བའི་ སེམས་ དང་ ལྡན་ པ །_ 79
གནས །_། རྒྱལ་ བའི་ སྐུ་ གདུང་ དག་ 67
གནས །_། རྒྱལ་ བའི་ སྐུ་ གདུང་ མཆོད་ 45
གནས །_། དུས་ རླབས་ ཡོལ་ བར་ འགྱུར་ 43
གནས །_ མ་ བཅིངས་ མ་ གྲོལ་ བའི་ 59
ང་ བ་ ཉུང་ ངམ །_ བསྐྱོད་ པ་ 62
ང་ ལ་ སེམས་ ཅན་ རྣམས་ ཀྱིས་ དེ་ 40
ང་ ལ་ འོད་ ཟེར་ ཡང་ ཡོད་ དེ 63
ང་ གནས་ ཏེ །_། དེ་ ཡང་ སོར་ 67
ང་ ནི་ ཡང་ དག་ རྫོགས་ པའི་ སངས་ 178
ང་ རྒྱལ་ དང་ །_ རྒྱགས་ པ་ དང་ 49
ང་ ཉིད་ ཀྱི་ བསྟན་ པ་ ལ་ རབ་ 67
ང་ ཉིད་ ཡིན་ ནོ །_། དེའི་ ཚེ་ 73
ང་ ཉིད་ དེའི་ ཚེ་ དེའི་ དུས་ ན་ 56
ང་ ཡང་ དག་ པར་ རྫོགས་ པའི་ སངས་ 68
ང་ ཡོངས་ སུ་ མྱ་ ངན་ ལས་ འདས་ 100
ང་ ས་ ལ་ བཙུགས་ ཏེ །_ བཅོམ་ 247
ང་ ས་ ལ་ བཙུགས་ ནས །_ བཅོམ་ 54
ང་ མཉེས་ པར་ བྱས་ ཏེ་ མི་ མཉེས་ 45
མྱ་ ངན་ དང་ །_ སྨྲེ་ སྔགས་ འདོན་ 363
མྱ་ ངན་ དང་ སྨྲེ་ སྔགས་ འདོན་ པ་ 42
མྱ་ ངན་ འདས་ ནས་ དམ་ ཆོས་ དག 92
མྱ་ ངན་ འདས་ ནས་ ཀྱང་ །_། དམ་ 66
མྱ་ ངན་ ལས་ འདས་ སོ །_། དེ་ 53
མྱ་ ངན་ ལས་ འདས་ པའི་ གྲོང་ ཁྱེར་ 50
མྱ་ ངན་ ལས་ འདས་ པའི་ མདོ་ སྡེ་ 70
མྱ་ ངན་ ལས་ འདས་ པའི་ འོག་ ཏུ་ 92
མྱ་ ངན་ ལས་ འདས་ པའི་ མཐར་ ཐུག་ 50
མྱ་ ངན་ ལས་ འདས་ པའི་ དབྱིངས་ སུ་ 319
མྱ་ ངན་ ལས་ འདས་ པ་ དང་ །_ 74
མྱ་ ངན་ ལས་ འདས་ པ་ ལ་ ཡང་ 44
